url,popularity_score,metascore,oscars,rank_2024,title,year,run_time,IMBD_rating_2024
https://www.imdb.com/title/tt0120735/?ref_=chttp_t_214,1411.0,67.0,1.0,166,"Lock, Stock and Two Smoking Barrels",1998,1h 47m,8.1
https://www.imdb.com/title/tt0071315/?ref_=chttp_t_215,1427.0,92.0,1.0,164,Chinatown,1974,2h 10m,8.1
https://www.imdb.com/title/tt3170832/?ref_=chttp_t_216,1676.0,86.0,1.0,217,Room,2015,1h 58m,8.1
https://www.imdb.com/title/tt0072684/?ref_=chttp_t_217,1706.0,89.0,4.0,185,Barry Lyndon,1975,3h 5m,8.1
https://www.imdb.com/title/tt1205489/?ref_=chttp_t_218,1763.0,73.0,,178,Gran Torino,2008,1h 56m,8.1
https://www.imdb.com/title/tt3011894/?ref_=chttp_t_219,1771.0,77.0,,198,Wild Tales,2014,2h 2m,8.1
https://www.imdb.com/title/tt0096283/?ref_=chttp_t_220,1870.0,87.0,,181,My Neighbor Totoro,1988,1h 26m,8.1
https://www.imdb.com/title/tt5323662/?ref_=chttp_t_221,1898.0,78.0,,249,A Silent Voice: The Movie,2016,2h 10m,8.1
https://www.imdb.com/title/tt0081398/?ref_=chttp_t_222,2029.0,90.0,2.0,170,Raging Bull,1980,2h 9m,8.1
https://www.imdb.com/title/tt0113247/?ref_=chttp_t_223,2086.0,,,223,La haine,1995,1h 38m,8.1
https://www.imdb.com/title/tt0129167/?ref_=chttp_t_224,2148.0,85.0,1.0,242,The Iron Giant,1999,1h 26m,8.1
https://www.imdb.com/title/tt1028532/?ref_=chttp_t_225,2235.0,,,235,Hachi: A Dog's Tale,2009,1h 33m,8.1
https://www.imdb.com/title/tt0050212/?ref_=chttp_t_226,2287.0,88.0,7.0,173,The Bridge on the River Kwai,1957,2h 41m,8.1
https://www.imdb.com/title/tt0052618/?ref_=chttp_t_227,2354.0,90.0,11.0,183,Ben-Hur,1959,3h 32m,8.1
https://www.imdb.com/title/tt0041959/?ref_=chttp_t_228,2366.0,97.0,1.0,211,The Third Man,1949,1h 33m,8.1
https://www.imdb.com/title/tt0074958/?ref_=chttp_t_229,2517.0,83.0,4.0,233,Network,1976,2h 1m,8.1
https://www.imdb.com/title/tt0978762/?ref_=chttp_t_230,2625.0,72.0,,205,Mary and Max,2009,1h 32m,8.1
https://www.imdb.com/title/tt0381681/?ref_=chttp_t_231,2681.0,91.0,,226,Before Sunset,2004,1h 20m,8.1
https://www.imdb.com/title/tt0032976/?ref_=chttp_t_232,2738.0,86.0,2.0,246,Rebecca,1940,2h 10m,8.1
https://www.imdb.com/title/tt0050976/?ref_=chttp_t_233,2804.0,88.0,,216,The Seventh Seal,1957,1h 36m,8.1
https://www.imdb.com/title/tt0107207/?ref_=chttp_t_234,2806.0,84.0,,194,In the Name of the Father,1993,2h 13m,8.1
https://www.imdb.com/title/tt0047296/?ref_=chttp_t_235,3204.0,91.0,8.0,206,On the Waterfront,1954,1h 48m,8.1
https://www.imdb.com/title/tt0395169/?ref_=chttp_t_236,3983.0,79.0,,220,Hotel Rwanda,2004,2h 1m,8.1
https://www.imdb.com/title/tt0032551/?ref_=chttp_t_237,,96.0,2.0,243,The Grapes of Wrath,1940,2h 9m,8.1
https://www.imdb.com/title/tt0046268/?ref_=chttp_t_238,,85.0,1.0,207,The Wages of Fear,1953,2h 36m,8.1
https://www.imdb.com/title/tt0058946/?ref_=chttp_t_239,,96.0,,241,The Battle of Algiers,1966,2h 1m,8.1
https://www.imdb.com/title/tt0050986/?ref_=chttp_t_240,,88.0,,209,Wild Strawberries,1957,1h 32m,8.1
https://www.imdb.com/title/tt0046438/?ref_=chttp_t_241,,100.0,,214,Tokyo Story,1953,2h 16m,8.1
https://www.imdb.com/title/tt0031679/?ref_=chttp_t_242,,73.0,1.0,210,Mr. Smith Goes to Washington,1939,2h 9m,8.1
https://www.imdb.com/title/tt0019254/?ref_=chttp_t_243,,98.0,,225,The Passion of Joan of Arc,1928,1h 54m,8.1
https://www.imdb.com/title/tt0035446/?ref_=chttp_t_244,,86.0,,238,To Be or Not to Be,1942,1h 39m,8.1
https://www.imdb.com/title/tt0015864/?ref_=chttp_t_245,,,,195,The Gold Rush,1925,1h 35m,8.1
https://www.imdb.com/title/tt0017925/?ref_=chttp_t_246,,,,204,The General,1926,1h 18m,8.1
https://www.imdb.com/title/tt0317705/?ref_=chttp_t_247,580.0,90.0,2.0,230,The Incredibles,2004,1h 55m,8.0
https://www.imdb.com/title/tt0107048/?ref_=chttp_t_248,1293.0,72.0,1.0,244,Groundhog Day,1993,1h 41m,8.0
https://www.imdb.com/title/tt0061512/?ref_=chttp_t_249,2748.0,92.0,1.0,248,Cool Hand Luke,1967,2h 7m,8.0
https://www.imdb.com/title/tt0245712/?ref_=chttp_t_250,3119.0,83.0,,245,Amores Perros,2000,2h 34m,8.0
